idx,smiles,homolumogap
4210,CC(=O)CNC1CC(=O)N(C(=O)N1C)C,5.790582739
4211,OC1C(O)CC2C(C1O)C(=COC2=O)C,6.089907974
4212,OC(=O)C=CC(=O)c1ccc(c(c1)O)O,3.572854857
4213,OC1C2OC=C(C(=O)C2CCC1O)C=O,3.395980854
4214,OC1C=Cc2c(C1O)cc1c(c2)OCO1,4.544301303
4215,CC(C1=NC=CC2=CC(=O)C(=CC12)O)C,3.834084154
4216,OC1C=Cc2c(C1O)cc(cc2)C(=O)C,4.446340317
4217,OC1C2NCCCC2C2C(C1=O)CCN2,5.578333935
4218,O=N(=O)CC1=CC2(C(CC1)(C)C(=O)CC2)O,4.552464719
4219,OC(=O)C(Cc1cc(C)c(c(c1C)O)O)N,5.684458337
4220,COC1C(=NN=C1O)C,5.38785424
4221,O=C1C(=O)C=NN=C1C,2.80277266
4222,N1=CN2C(N1)C1CC1CN2,6.000110404
4223,C1=CN2C(N1)C1CC1CN2,6.220522622
4224,C1=CC2C(=Cc3n2ncc3)C=C1,3.578297134
4225,C1CC2CC1C1=C3CC=C3N=C21,4.718454168
4226,C1CC2CC1c1c2cc2n1C=C2,4.215043544
4227,OCCC1N=C(O)NC(=N1)O,6.500799888
4228,CCC1N=C(O)N=C(N1C)O,5.942966495
4229,OC1=NC2C(N1)COC2,7.377006487
4230,c1cc2n(n1)C1CC2CC1,6.987883681
4231,C=CC1NCC2(C1C2)C,6.922576357
4232,OC1=NC(=CC=C)CC1,4.615050904
4233,NC=C(N=C(OC(C)(C)C)O)C=O,4.547022442
4234,C=CC1(C)OC(=NC1C(C)C)O,6.908970664
4235,FC=CC(C(=O)O)N=C(OC(C)(C)C)O,6.911691803
4236,O=C(OC(C)(C)C)N=S(C(C)(C)C)C,6.402838902
4237,CCOCC(N=C(OC(C)(C)C)O)CO,7.77157157
4238,FCC1CNCC1N(C(C)(C)C)C(=O)O,7.273603224
4239,OC(=NCC=C(C(=O)O)C)OC(C)(C)C,5.809630708
4240,COC(=O)C=C(N=C(OC(C)(C)C)O)C,5.33343147
4241,CCC(C=NN=C(OC(C)(C)C)O)CC,5.839563232
4242,OC(=NC1CC(=O)N(C1)C)OC(C)(C)C,7.289930055
4243,CCCC=CC(=NC(=O)OC(C)(C)C)O,5.178326575
4244,CCCC(CN=C(OC(C)(C)C)O)C#N,7.730754493
4245,O=CC=CC=CCN=C(OC(C)(C)C)O,4.522532195
4246,CCC(N=C(OC(C)(C)C)O)CCl,7.523947966
4247,CCC(C(=N)O)N=C(OC(C)(C)C)O,7.548438213
4248,CC(C(=O)N=O)N=C(OC(C)(C)C)O,2.898012508
4249,OC(=O)C=C(N=C(OC(C)(C)C)O)C,5.556564827
4250,CCC=CCCN=C(OC(C)(C)C)O,7.162036545
4251,CC=CC(N=C(OC(C)(C)C)O)CC,6.925297495
4252,CC=C(N=C(OC(C)(C)C)O)CO,5.600103043
4253,CC(C(C)(C)C)C1C=CC=C1,5.393296517
4254,OC1=NCNC(C1)C1CCC1,6.80828854
4255,CC1=CCC2(C1)OCC=CC2,6.816451955
4256,NC1CC=CC(C1C(=O)O)C,6.337531578
4257,OCC=C(CCOC1CCCCO1)C,6.903528387
4258,COC1C(=O)N2C1C=C(CC2)C(=O)C,4.669473675
4259,CCC(Oc1cccc(c1)N(C)C)C,5.49669978
4260,COC1NCC2C(C1)C(=NC(=N2)O)O,5.240912761
4261,NNC1CC(C(C1O)O)OC(=O)C,6.179705545
4262,COC1C=Cc2c(C1(C)O)cccc2,4.974241187
4263,CCC(c1ccc(cc1)OC)(C=C)C,5.804188431
4264,COC1NC(NC(=N)O)N=C(N1)O,7.191969069
4265,OCCn1ccc(cc1=NN)OC,4.125245974
4266,COc1ccc(cc1)NCC(N)C,5.055875342
4267,CNCC=Cc1ccc(cc1)OC,4.892607032
4268,FCCN1CCC(C1)OC(=O)C,6.462703949
4269,COC1OCC(C2C1C(=N2)O)O,7.464082919
4270,CCCCC1N=C(OC1OC)O,8.046406559
4271,COC1OC(=NC1C(C)(C)C)O,8.00831062
4272,CC(=O)OC1CC2C(C1)CCO2,7.064075559
4273,CC=CC(OC1CCCCO1)C,7.308978024
4274,Nc1cccc(c1)OCC1CO1,5.725275415
4275,CC(OC1OCC=CC1N)C,6.7348178
4276,CC(OC1OCC(C=C1)N)C,6.549780382
4277,COC1=NC(CO1)C(C)(C)C,7.850484587
4278,COC1=CC(=NO)CC(C1)C,5.202816822
4279,COC1=CC(=O)C(=CC)C1=C,4.908933863
4280,COC1OC(C)C(CC1O)F,8.843700141
4281,CC=C(c1cccc(c1)F)C=O,4.707569614
4282,NC(=N)C=Cc1ccc(cc1)F,4.538859026
4283,OCC1C(CO)CC(C1F)N,7.84504231
4284,FC1=CC=CC2=CC=NC(=O)C12,3.22182799
4285,ClC=CC#CC1CC1Cl,5.137509497
4286,N#CC1CC1c1ccc(cc1)F,6.15249416
4287,OCN1C(=O)C(F)C=NC1=O,5.202816822
4288,CC1N=C(O)N=C(C1F)S,5.036827373
4289,CC1OC(=O)C(C(C1C)F)C,7.382448764
4290,CN(=Cc1ccccc1F)=O,4.272187453
4291,FC1CC2C(C1O)NOC2,7.257276393
4292,OCC1(F)CCCCC1=O,5.874938032
4293,NCC=C(c1ccc(cc1)F)C,5.344316024
4294,CCC1(CC(=O)O1)C(=O)OC,7.186526792
4295,CCC1OC=NC1C(=O)OC,6.713048692
4296,COC(=O)C1OCC2C1CC2,6.849105617
4297,COC(=O)C1C(C1(C)C)C#C,6.683116168
4298,COC(=O)C1CCC(O1)O,7.126661745
4299,COC(=O)C1NCCC1N,6.190590099
4300,CC1(CC(=O)O1)C(=O)OC,7.031421897
4301,COC(=O)C1C=NN=C1O,5.613708736
4302,CCOC(=O)C1NCC=C1,5.893986002
4303,COC(=O)C1CC=CC1C,6.854547894
4304,COC1CCC(O1)C(=O)OC,7.213738177
4305,CC(=O)ON=C1C=CC(=O)C(=C1)C(=O)O,3.668094705
4306,N#CC1=C(C(=O)O)N2C(CC1)C(C2=O)N,4.326610223
4307,COC(=O)c1cccc2c1CC(N)CC2,5.145672913
4308,N=C1N=C(O)C2=CC(C=CC2=N1)C(=O)O,3.864016677
4309,OC(=O)C1=CC2=CC(=O)C(=CC2C=N1)N,3.096655619
4310,OC(=O)C1N=C(O)C(CSC1C)N,5.926639664
4311,COC(=NN1CCCC1C(=O)OC)O,5.632756705
4312,COC(=O)C1CSC2N1C(=O)C2N,5.945687633
4313,NC1C(=O)N2C1SC(=O)C2C(=O)O,5.945687633
4314,O=C1C(N)C2N1C(=C(S2)C)C(=O)O,4.729338722
4315,O=C1C(N)C2N1C(=C(CC2)F)C(=O)O,5.110298112
4316,COC(=O)C1(CCC1)N=C(C(N)C)O,6.02460065
4317,CCOC(=O)C1C=NC(=NO)N=C1O,4.44089804
4318,O=N(=O)C1C(=NC=C(C1=O)C(=O)O)C,3.926602863
4319,O=N(=O)C1C(=NC=C(C1=O)C)C(=O)O,4.043611818
4320,O=C1C(N)C2N1C(=C(CC2)N)C(=O)O,4.808251738
4321,CC(=NC1=CC(C(=O)N=C1)C(=O)O)O,3.951093109
4322,O=C1N=C(C(=O)O)C(C2=NCCN12)N,3.896670339
4323,OC(=O)C1C(N)C(=O)N1S(=O)(=O)O,6.100792528
4324,ON=C1CCc2c1c(ccc2)C(=O)O,4.898049309
4325,NC1CSCC(N=C1O)C(=O)O,6.176984406
4326,NC1CC(N(C1)CC(=O)O)C(=O)O,6.538895828
4327,OC(=O)C1CCC(C1C)(N)C(=O)O,6.506242165
4328,OC(=O)C1CC(CC1C)(N)C(=O)O,6.517126719
4329,OC(=O)C1CC(C2C1C2)N,6.791961708
4330,OC1CC(C1N)C(=O)O,6.345694994
4331,COC1C(C)C(=O)N2C1CCC2,7.18924793
4332,CN(C1=NC(=N)C(=C)C(=N1)O)C,3.442240209
4333,OC1=C(C)NC2N1C=CN=C2O,4.220485821
4334,OC1=NC(=O)N(C2C1CCN2)C,5.665410367
4335,CN(CCN=C(C(O)C)O)C,6.318483609
4336,OCCN1CC2C(C1)OCO2,8.179742346
4337,N1NC2OC=CN3C2C(C1)C=C3,5.099413558
4338,CN(CC(N(C)C)C(C)C)C,7.319862578
4339,CC(C(CC(=O)N(C)C)N)C,6.974277988
4340,OCC1COC(=O)N1CC=C,6.813730817
4341,NCCCC(C(=O)N1CC1)N,6.217801484
4342,OCC1CN(C(=O)O1)CC#N,7.722591077
4343,NCCC1CCCN1C(C)C,7.281766639
4344,NNC(=N)N1CCCCCC1,7.085844667
4345,NOCC1CN2CCC1CC2,7.360679656
4346,C=CC1CN(C(=S)O1)C=C,5.074923312
4347,CN1CCCN2C1N=NC2=O,4.176947605
4348,CC1OC2CC(=O)N2CC1=C,6.579712905
4349,CC#CN(C(=CC(=O)C)C)C,4.625935459
4350,O=CC(n1cccc1)C(C)C,4.745665553
4351,CCCC(n1cccc1)C=O,4.713011891
4352,O=C1N(C)N=CN2C1NC=C2,4.563349273
4353,O=c1nnc(=C)c2n1ccc2,3.153799527
4354,O=C1CCC2N1C(=C)C(=C)C2,4.89532817
4355,O=C1C=CC2N1CCC=CC2,5.221864791
4356,O=C1C=CC2N1C=CCCC2,4.625935459
4357,OCC1CC=Cc2n1ccc2,4.8055306
4358,C=CC(n1cccc1)C(C)C,5.670852644
4359,CCCC(n1cccc1)C=C,5.698064029
4360,CN1C=CN2C(C1=O)NC=C2,4.304841115
4361,n1nc2c([nH]1)C1NCN(C2)C1,6.087186836
4362,O1CC2CC3CN(C1)C2CC3,6.100792528
4363,C1=CN2C(N1)C1CCC(=C2)O1,4.517089918
4364,[nH]1cc2c(n1)CN1CC2NC1,6.231407176
4365,c1nc2c([nH]1)C1NCN(C2)C1,6.299435639
4366,n1cn2c(n1)CCC1CC2C1,6.816451955
4367,C1CC2CC(C1)c1n2cnn1,7.31714144
4368,C1C=CN2C(=N1)C1CCC2C1,5.600103043
4369,CN(C(=N)NN)CCCC,7.300814609
4370,CC1COCC2N1CCC2,8.11715616
4371,CC=CN(C(C)C)C(C)C,6.285829947
4372,ON=C(c1ccn(c1)C)C,5.401459932
4373,OC1=NNNc2n1ccc2,4.685800506
4374,N#CC(c1cccn1C)O,5.708948583
4375,OC1=NN=CN2C1NC=C2,4.753828968
4376,[nH]1[nH][nH]c2n(cc1)cnc2,5.308941223
4377,Cn1cncc1C=CC#N,4.419128932
4378,O1C=C2N(C1)CC1CC2C1,5.883101448
4379,O1CN2C(=C1)C1CC2CC1,5.651804675
4380,N#CC=Cc1cccn1C,4.264024037
4381,CC1OC(O)CN(C1)C,8.310356994
4382,n1cn2c(c1)C1CC2CN1,6.778356016
4383,c1nc2n(c1)C1CC2CC1,6.718490969
4384,N#CC=C(N(C)C)CC,5.385133101
4385,N#CC=CN=CN(C)C,4.680358229
4386,O=CC=CC#CN(C)C,4.133409389
4387,CN(CC=C(C#C)C)C,5.409623348
4388,COC(=O)C(N=C(NO)O)C,6.337531578
4389,COC(=O)C(C(O)(C)C)(N)C,6.544338105
4390,CC(C(=O)OCC(CO)O)N,6.555222659
4391,CC(=NO)C(=O)OCCCC,5.904870556
4392,CC(=CCOC(=O)C(N)C)C,6.538895828
4393,CC(C(=O)OCC1CCC1)N,6.895364972
4394,CC(=O)ONC(C(=O)O)C,6.664068199
4395,CC(C(=O)OCC(=N)O)N,6.372906379
4396,CC(=NNC(C(=O)O)C)O,5.836842093
4397,CC(C(=O)OCCC=C)N,6.658625922
4398,CC(C(=O)O)(C=CC#N)N,5.493978642
4399,CC(=O)C1CC(O)C(C(=O)C1)C,5.883101448
4400,CC(=O)C1CC(O)C2(C(C1)C2)C,6.07902342
4401,CC1CCC(C(=O)C1)(C)C(=O)C,5.757929077
4402,CC(=O)CC1C=CCN1C(=O)C,5.929360802
4403,CC(=O)C1CC2CC2(C(=O)C1)C,5.649083536
4404,NC1=C(C=CCCCC1)C(=O)C,4.557906996
4405,C=CCC1C=CC(=O)N1C(=O)C,5.553843689
4406,OC1CCSCC1C(=O)C,5.651804675
4407,CC(=O)C1C(=O)OC(C1C)C,6.114398221
4408,CC(=O)C1C(=CC=NC1=O)N,4.187832159
4409,CC(C1NNC(=N1)S)O,5.986504711
4410,CC(=O)C1C(=O)C=CN=C1C,4.511647641
4411,CC(=O)N1C(=O)OC(C1C)(C)C,6.549780382
4412,COC(=O)C1CCN(C1)C(=O)C,6.33481044
4413,NC1CN(C(C1)C(=N)O)C(=O)C,6.639577952
4414,CC(C(=O)N1CC=CC1)O,6.691279584
4415,CC1COC(=CC(=O)C)C1,5.412344486
4416,CC(=O)C1C=CC1C(=O)C,5.537516858
4417,CC(=CC1CC1C(=O)C)C,5.62459329
4418,CC(=O)C=CCOCC#C,5.289893254
4419,C#CCC(=C(N)C)C(=O)C,5.156557467
4420,CC(=O)C=C(C(=O)O)N,4.356542747
4421,CC(=O)C=CCCCO,5.219143653
4422,CC(=O)C=CN=C(O)C,5.161999744
4423,CCNC=C(C(=O)C)C,4.993289157
4424,CC(=O)C1C=NN=C1O,5.145672913
4425,CC(=CC(=O)C)C1CC1,5.156557467
4426,CC(=C(O)C)C(=C)O,5.251797315
4427,OC(=O)C1C(C)OC(=O)C1C,6.998768235
4428,COC(=O)C1C(C1C)C(=O)O,7.039585312
4429,OC(=O)C1CC=CC1N(=O)=O,4.91437614
4430,COC1C=CCCC1C(=O)O,7.053191005
4431,CC1=CCC(C(C1)N)C(=O)O,6.44365598
4432,OC(=O)C1=CCC2OC1C=C2,5.444998149
4433,OCC1OCOC1C(=O)O,7.341631686
4434,CC1OC(CS1)C(=O)O,6.694000722
4435,OC1CC(C(O1)C(=O)O)O,7.18924793
4436,OC(=O)C1CC(F)CCN1,6.438213703
4437,COC(=O)C1NC1C(=O)O,6.617808844
4438,NN=C(C1N=NN=C1S)O,4.108919143
4439,CN1CC(CC1C(=NC)O)O,6.585155182
4440,O=C(N1CCCC1)N=N(=O)C,4.590560658
4441,CCCCN1CCC1C(=N)O,7.314420301
4442,COCC1=CC1C(=O)N(C)C,6.2613397
4443,NN=C(C1C=CC=NC1=O)O,2.892570231
4444,OC(=N)C1(C)CC=CC1(C)C,6.781077154
4445,CC=CNC(=O)c1ccco1,4.672194813
4446,OC(=N)C1NSN=C1O,4.881722478
4447,SC1CCC(C1)C(=N)O,6.963393434
4448,O=C(C1CCCN1)N(O)C,6.446377118
4449,CCCC1(OC1C)C(=N)O,7.409660149
4450,OC(=N)C1(N)C2C1CNC2,6.566107213
4451,OC(=N)C1C(=C)C1C(=N)O,6.451819395
4452,CN=C(C1CC(=C)CN1)O,6.081744559
4453,OC1=NC(=O)N(CC1F)C=O,5.385133101
4454,OCC1=NC(=N)N=C(C1=O)O,3.083049926
4455,O=CC1CN=C(N=C1S)O,4.721175306
4456,OCC1CC(=NC(N1)CO)O,6.655904783
4457,O=CC1CCC1COC(=O)C,6.016437235
4458,OCC1=NC(=N)N=C(C1=C)O,4.098034589
4459,OCC1NC(CO)CC(=O)C1,5.581055074
4460,O=CC1(C)OC1CC=C(C)C,5.643641259
4461,CC=CCCC1(C)OC1C=O,5.589218489
4462,O=CC1=CC(=O)C2OC1CO2,3.744286583
4463,CCC1OC(C=O)CC=C1C,5.828678678
4464,CC=CC1CCCCC1C=O,5.823236401
4465,O=CC=CC1=C(C=O)COC1,3.815036184
4466,O=CC1NC(C=O)CC(=O)C1,5.17016316
4467,O=CC1CCN2C1C=CC2=O,5.472209534
4468,O=CC1OC1CC(C#N)C#N,5.932081941
4469,C=CC=CC=CC1CC1C=O,4.163341913
4470,C=CC=CC1C=CCC1C=O,5.287172115
4471,OCC1=NC(=NC1=C)S,3.972862217
4472,O=CC1OC1C(=O)N(C)C,5.65996809
4473,COC1C=CCC(O1)C=O,6.171542129
4474,O=CC1OC1CC=C(C)C,5.572891658
4475,OC1=NC(=O)N(CC1)C=O,5.393296517
4476,O=CC1CC1CCC(=O)C,6.100792528
4477,CCCC1CC(C(O1)CO)O,8.658662723
4478,CCC1(CO)CC(CN1C)O,6.691279584
4479,NC1CCC(CC1O)C(=N)O,7.836878894
4480,OC1CCCNC1C(C)(C)C,7.338910548
4481,OC1CC(=NC(C1)C(C)C)O,7.164757684
4482,N#CCC1CC(O)CC(O1)O,8.013752897
4483,O=CC1CC(C)(C)CCC1O,6.035485204
4484,O=CC1C(C)CC(CC1O)C,6.059975451
4485,CC(C1C(=O)CC(C1C)O)C,5.831399816
4486,NC1CCCC21CCCC2O,8.157973238
4487,CCCNC=C1CCOC1=O,5.017779403
4488,CCN=C1C=NC(=O)NC1=N,3.945650832
4489,CCCC1=CC(O)CCCC1,6.786519431
4490,NCC1=NC(=O)C(=C)N=C1C,3.428634516
4491,CC(=NC1NCCC(=N1)O)O,6.699442999
4492,OC1C=CCCC21CCCC2,6.903528387
4493,OC1=NC(=S)C(C=C1)C#N,3.151078389
4494,CN=C(C1CC(=O)CCN1)O,5.202816822
4495,CC=C=C1C=NC(=NC1=N)O,3.809593907
4496,O=C1N=NC=C2C1ON=C2C,2.827262907
4497,N=C1N=C(O)C2C(=N1)N=NC2,4.264024037
4498,OCC1(O)C(O)COC1O,8.568865152
4499,CC1CNCC(C1O)(O)O,8.430087088
4500,OCC(C1NCC(C1)O)O,7.396054457
4501,O=C1CCC(C1(O)O)(C)O,5.630035567
4502,NC1CC(O)C(C(C1)O)N,7.706264246
4503,CCCC1NC(C1O)CO,7.926676465
4504,OC(=O)C1CCC2C(N1)CCC2,7.045027589
4505,NCc1cccn1C(C(=O)O)C,6.157936437
4506,ONC=C1C=CC(=N1)C(=O)OC,4.171505328
4507,CCOC(=O)C1CCN=C(N1)O,6.057254312
4508,NCC1CC(=O)CC(N1)C(=O)O,5.012337126
4509,COC(=O)C(n1cccc1C)C,5.249076176
4510,CC=Nn1nccc1C(=O)OC,5.197374545
4511,C#CCC1C=CCC(N1)C(=O)O,7.13482516
4512,OC(=O)C1NCCC(C1)(F)F,6.653183645
4513,N#CC1C=CC(=NC1=O)C(=O)O,3.959256525
4514,ONCCCC(C(=O)O)(N)C,7.219180454
4515,CCOC(=O)C(=NO)N(=O)=O,4.998731434
4516,O=NN(C(C(=O)O)C(C)C)O,5.51574775
4517,CC(C(C(=O)O)N)CCOC,7.053191005
4518,FCC1CC(N=C1O)C(=O)O,6.721212107
4519,OC(=O)C1NC[Si](C1)(C)C,6.405560041
4520,CCC(C(=O)OC(C)C)(N)C,6.628693398
4521,OCCOC(=O)C1CCCN1,6.345694994
4522,CCC(OC(=O)C(N)C)CC,6.718490969
4523,OC(=N)CCC1NCOC1=O,6.329368163
4524,N=CNC(C(=O)O)CC(C)C,7.077681252
4525,CCOC(=O)C(=CN(C)C)N,4.16878419
4526,COC(=O)C1CCC(N1)CN,6.318483609
4527,COC(=O)C1(CN)CCCN1,6.255897423
4528,CC(C(=O)O)(CC=CCN)N,6.533453551
4529,CN(C1C(=NC1C(=O)O)O)C,6.168820991
4530,CCOC(=O)C1CCC2N1O2,6.645020229
4531,CCOC(=O)C1NCCC1C,6.329368163
4532,CC1(CC(=O)N1C)C(=O)OC,6.528011273
4533,COC(=O)C1NCCC1(C)C,6.059975451
4534,C=NC(C(=O)OC)CC(C)C,6.530732412
4535,OC(=O)C1C(N1C(C)(C)C)C,6.996047096
4536,COC(=O)C1CCC(N1)(C)C,6.076302282
4537,COC(=O)C1(N)C(C1(C)C)C,6.767471462
4538,COC(=O)C1(N)CC1C(C)C,6.879038141
4539,CCCC1=NC(CO1)C(=O)O,6.846384479
4540,COC(=O)C1N(C1C)C(=N)C,6.119840498
4541,CN1C(CCC1=N)C(=O)OC,5.7524868
4542,COC(=O)C1NCC=C(C1)C,6.212359207
4543,COC(=O)C1CC=CC(=N1)O,5.308941223
4544,OC1=NC2(C(C1)COC2=O)C,6.783798293
4545,C=CC1(C)COC(=O)C(N1)C,6.307599055
4546,CC=CCNC1(CC1)C(=O)O,6.781077154
4547,OC1=NC2(CC1)CCOC2=O,6.601482013
4548,CC=CCC1COC(=O)CN1,6.89808611
4549,CC#CCCCC(C(=O)O)N,6.979720265
4550,OC(=O)C1CCCN1C(=C)C,6.24229173
4551,O=C1OC(N2C1CCC2)(C)C,6.473588503
4552,CC=CN1CCCC1C(=O)O,6.114398221
4553,OC(=O)C=NNc1ncc[nH]1,3.910276032
4554,OC(=O)C=NNc1cc[nH]n1,4.468109425
4555,CCOC(=O)C(C(F)F)N,6.821894232
4556,CC(C(C(=O)O)N)(CF)O,7.088565806
4557,OC1OC(C(=O)Cl)C(C(C1O)O)O,5.942966495
4558,OC1=NC(C(C(=N1)O)Cl)C(=O)Cl,5.562007104
4559,ClC(=O)C1C=CC2=NC=CC(=O)C2=C1,3.415028824
4560,O=C1CC2N1C(C(=O)Cl)C(=O)S2,5.621872151
4561,CCC1CCC(N1C(=O)Cl)C(=O)O,6.623251121
4562,CC=C1C=CCC(C1C(=O)Cl)(C)C,4.955193218
4563,FC(=O)C1CCCCC1C(F)(F)F,7.839600033
4564,FC(=O)C12CCC(C2(C)C)(C(=O)O1)C,6.522568996
4565,CC=Cc1cccc(c1O)C(=O)Cl,4.650425705
4566,CC=CCOc1ccc(cc1)C(=O)F,5.126624943
4567,ClC1=CC(C(=O)N=C1)C(=O)Cl,4.408244378
4568,CC=NN1CCN(C1=O)C(=O)Cl,5.714390861
4569,CCCC1CCN(C1C(=O)Cl)C,5.006894849
4570,OC1=NC(C(=N1)C(=O)O)C(=O)Cl,4.75110783
4571,COC(=O)C1CC=CN1C(=O)Cl,5.86133234
4572,COC1=CC(=O)N=CC1C(=O)Cl,4.770155799
4573,CC1CCC(=C(C)C)C1C(=O)Cl,5.51574775
4574,ClC(=O)C1OC1c1ccccc1,5.2790087
4575,ClC(=O)C1=CN=CC(=C)C1=O,3.417749962
4576,CC1=CC(=O)C(C=N1)C(=O)Cl,4.465388287
4577,ClC(=O)C1C=NC(=NC1=O)C,4.40552324
4578,ClC(=O)C1CCC2C1C(=O)C2,5.714390861
4579,ClC(=O)C1C=NC(=O)N=C1C,4.69668506
4580,N#CC=C1CCCC1C(=O)Cl,5.744323384
4581,OC(=O)C1CCC1C(=O)Cl,5.589218489
4582,OC1=NSNC1C(=O)Cl,4.302119976
4583,ClC(=O)C1OC(=O)C(C1)C,5.981062434
4584,ClC(=O)C1CCOC1(C)C,5.953851049
4585,ClC(=O)C1C=NC=NC1=O,4.201437852
4586,ClC(=O)C1CC1C=CC=C,4.835463123
4587,ClC(=O)C1CCCC2C1SOC2=O,4.868116785
4588,OC1=NC2C(C(=N1)O)N=CN2C(=O)Cl,5.564728243
4589,CC1=CCC(C(=O)C(C1)C(=O)Cl)(C)C,5.567449381
4590,ON=C(C(=O)c1ccccc1Cl)Cl,4.767434661
4591,BrCC(=O)C1C=CC=NC1=O,4.435455763
4592,NN=C(C(=O)c1ccc(cc1)Cl)Cl,4.69668506
4593,COc1ccc(cc1)C(=O)C(=NO)Cl,4.361985024
4594,ClCC(=O)c1nc[nH]c1N=CN(C)C,4.378311855
4595,COc1cccc(c1)C(C(C(=O)O)F)O,5.7524868
4596,O=C(C(F)(F)F)C1CC1c1ccccc1,5.289893254
4597,ON=C(C(=O)c1ccccc1OC)Cl,4.370148439
4598,ON=C(C(=O)c1ccc(cc1C)C)Cl,4.952472079
4599,ON=C(C(=O)c1cc(C)cc(c1)C)Cl,4.552464719
4600,CCc1ccc(cc1)C(=O)C(=NO)Cl,4.73205986
4601,ClC=C(C(=O)N1CCCCC1)Cl,6.076302282
4602,ON=C(C(=O)c1ccc(cc1)C#N)Cl,4.702127337
4603,OC1=NC(=O)N(CC1F)C(=O)CCl,5.681737198
4604,ON=C(C(=O)N1CCCCCC1)Cl,5.793303877
4605,ON=C(C(=O)c1ccccc1F)Cl,4.797367184
4606,CC=Cc1ccc(o1)C(=O)C(=O)Cl,3.453124763
4607,C=CC(C(C(=O)N1CCCCC1)F)C,6.713048692
4608,ON=C(C(=O)c1ccccc1C)Cl,4.734780999
4609,NN=C(C(=O)c1ccc(cc1)C)Cl,4.742944414
4610,ClCC(C1OC(=O)C(=O)C1=O)O,3.232712544
4611,ON=C(C(=O)N1CCOCC1)Cl,5.466767257
4612,O=C(C(F)(F)F)C1=NC(=NC1=C)O,3.608229658
4613,ClCC(=O)C1CN=C(N=C1O)O,4.963356633
4614,OC1=NC(=O)N(CC1)C(=O)CCl,5.937524218
4615,ON=C(C(=O)c1cccs1)Cl,4.364706162
4616,FC(C(=O)c1ccccc1)C(O)C,5.153836328
4617,NN=C(C(=O)c1ccccc1)Cl,4.868116785
4618,CC(C(=O)N1CC(F)C(=NC1=O)O)Cl,5.798746154
4619,CC1=NC(=O)C(C=N1)F,4.209601267
4620,COC1C(=NC=NC1=O)C,4.016400433
4621,COC1C(=NC=NC1=N)O,4.770155799
4622,CC1=NC(=O)N=CC1F,4.636820013
4623,OC1=NCNC(C1)CF,6.868153587
4624,C1=CC=c2c(=C=C1)cncn2,3.044953987
4625,N1=CN=C2C(C1)N=NN2,4.781040353
4626,COC1=NC=NC(=O)C1=C,3.899391478
4627,O=C=C1C=NC=NC1=O,4.274908591
4628,OC1=NC=NC2=NCCC12,4.830020846
4629,CC1=NC(=O)C(=C)C(=N1)F,3.776940245
4630,C=C1C(=NC=NC1=O)F,3.839526431
4631,OCCC1C=NC=NC1=O,3.904833755
4632,COC1=NC(=O)N=CC1F,4.955193218
4633,CCCC1C=NC=NC1=O,4.185111021
4634,OC1=NC(=N)C(=C)C(=N1)C,3.681700397
4635,O=C1N=CC2C(=N1)C=NC=N2,3.43951907
4636,CC1NC(CC(=N1)O)NN,6.283108808
4637,OCC1CC(N)NC(=N1)O,7.507621135
4638,OC1=NCC2C(=N1)NN=N2,4.745665553
4639,O1C=C=c2c(=C1)ncnc2,1.942892893
4640,ClNC1CCN=C(N1)O,5.216422514
4641,CC1=NC2=NC(=NC2C=N1)O,4.209601267
4642,OC1=NC=NC2C1=CN=C2,4.337494777
4643,NC1CN=C(N=C1S)O,5.001452572
4644,SC1=NC(NCC1)Cl,5.823236401
4645,SC1CC(=NC(N1)C)O,6.636856814
4646,CC1CC(=NC(N1)C(=C)C)O,6.78924057
4647,COC1C=NC=NC1=S,2.895291369
4648,CN1C=NC2=NC(=O)N=CC12,4.421850071
4649,O=C1N=CC2C(=N1)CCC2,4.781040353
4650,FC1CC(F)N=C(N1)O,7.513063412
4651,OCC1C=NC(=O)N=C1,4.756550107
4652,CCOC1CC(=NCN1)O,6.91713408
4653,CSC1C=NC(=O)N=C1,4.503484226
4654,c1ncc2c(n1)C1CC(C2)C1,5.80690957
4655,C=C1CC2C1C(=NC(=N2)O)O,5.453161564
4656,OSC1CCN=C(N1)O,5.396017655
4657,OC=NC1NCN=C(C1)O,6.487194196
4658,CNC1CC(N)N=C(N1)O,7.464082919
4659,OC1=NC2=NC(=NC2C=N1)C,4.247697206
4660,O=C1N=NC2C1=CN=CN2,3.600066242
4661,CC1CC(=NC(N1)C#N)O,7.017816204
4662,N#CC1CCN=C(N1)O,6.857269033
4663,OCNC1CCN=C(N1)O,7.537553659
4664,O=C1N=CN=C2C1CC=CC2,3.643604458
4665,OC1=NCN=C2C1=NCCN2,4.424571209
4666,OC1=NC=NC2=NC=CCC12,3.885785785
4667,ONC1CN=C(N=C1O)O,5.706227445
4668,c1ncc2c(n1)CC1CC2C1,5.692621752
4669,CCC1=NC(=O)C(C=N1)F,4.176947605
4670,FC1CCN=C(N1)S,6.541616966
4671,C#CC1C=NC(=O)N=C1,4.713011891
4672,O=C=C1C=NC(=O)N=C1,4.340215915
4673,OCCC1CCN=C(N1)O,7.344352825
4674,CCC1=NC(=O)N=CC1F,4.598724073
4675,C=C1CCNCN1,6.783798293
